maker_slug,maker_name,model_slug,model_name,family_name,source_state,priority,customer_visible,section_count,diagram_count,part_row_count,first_blocking_stage
audi,Audi,100-c2-typ-43,100 C2 (Typ 43),100,OBSERVED_BUNDLE,,false,6,8,159,FITMENT_READY
audi,Audi,100-c2-typ-43-facelift,100 C2 (Typ 43) Facelift,100,OBSERVED_BUNDLE,,false,6,8,160,FITMENT_READY
audi,Audi,100-c3-typ-44,100 C3 (Typ 44),100,OBSERVED_BUNDLE,,false,6,7,132,FITMENT_READY
audi,Audi,100-c3-typ-44-facelift,100 C3 (Typ 44) Facelift,100,OBSERVED_BUNDLE,,false,6,11,190,FITMENT_READY
audi,Audi,100-c4-typ-4a,100 C4 (Typ 4A),100,OBSERVED_BUNDLE,,false,6,40,751,FITMENT_READY
audi,Audi,100-c4-typ-4a-facelift,100 C4 (Typ 4A) Facelift,100,OBSERVED_BUNDLE,,false,6,16,309,FITMENT_READY
audi,Audi,200-c2-typ-43,200 C2 (Typ 43),200,OBSERVED_BUNDLE,,false,6,4,75,FITMENT_READY
audi,Audi,200-c3-typ-44,200 C3 (Typ 44),200,OBSERVED_BUNDLE,,false,6,6,107,FITMENT_READY
audi,Audi,200-c3-typ-44-facelift,200 C3 (Typ 44) Facelift,200,OBSERVED_BUNDLE,,false,6,19,313,FITMENT_READY
audi,Audi,50-typ-86,50 (Typ 86),50 (Typ 86),OBSERVED_BUNDLE,,false,6,10,144,FITMENT_READY
audi,Audi,80-rs-2-typ-8c,80 RS 2 (Typ 8C),80 RS 2 (Typ 8C),OBSERVED_BUNDLE,,false,6,3,40,FITMENT_READY
audi,Audi,80-90-b1-typ-80,80/90 B1 (Typ 80),80/90,OBSERVED_BUNDLE,,false,6,10,200,FITMENT_READY
audi,Audi,80-90-b1-typ-82-facelift,80/90 B1 (Typ 82) Facelift,80/90,OBSERVED_BUNDLE,,false,6,7,125,FITMENT_READY
audi,Audi,80-90-b3-typ-89,80/90 B3 (Typ 89),80/90,OBSERVED_BUNDLE,,false,6,6,120,FITMENT_READY
audi,Audi,80-90-b4-typ-8c,80/90 B4 (Typ 8C),80/90,OBSERVED_BUNDLE,,false,6,9,165,FITMENT_READY
audi,Audi,a1-typ-8x,A1 (Typ 8X),A1 (Typ 8X),OBSERVED_BUNDLE,,false,6,61,991,FITMENT_READY
audi,Audi,a1-typ-8x-facelift,A1 (Typ 8X) Facelift,A1 (Typ 8X),OBSERVED_BUNDLE,,false,6,89,1443,FITMENT_READY
audi,Audi,a1-typ-gb,A1 (Typ GB),A1 (Typ GB),OBSERVED_BUNDLE,,false,6,48,720,FITMENT_READY
audi,Audi,a2-typ-8z,A2 (Typ 8Z),A2 (Typ 8Z),OBSERVED_BUNDLE,,false,6,49,874,FITMENT_READY
audi,Audi,a3-typ-8p-facelift,A3 (Typ 8P) Facelift,A3 (Typ 8P),OBSERVED_BUNDLE,,false,6,60,1024,FITMENT_READY
audi,Audi,a3-typ-8v,A3 (Typ 8V),A3 (Typ 8V),OBSERVED_BUNDLE,,false,6,86,1364,FITMENT_READY
audi,Audi,a3-typ-8v-facelift,A3 (Typ 8V) Facelift,A3 (Typ 8V),OBSERVED_BUNDLE,,false,6,86,1439,FITMENT_READY
audi,Audi,a3-s3-typ-8l,A3/S3 (Typ 8L),A3/S3 (Typ 8L),OBSERVED_BUNDLE,,false,6,43,777,FITMENT_READY
audi,Audi,a3-s3-typ-8l-facelift,A3/S3 (Typ 8L) Facelift,A3/S3 (Typ 8L),OBSERVED_BUNDLE,,false,6,55,987,FITMENT_READY
audi,Audi,a3-s3-typ-8p,A3/S3 (Typ 8P),A3/S3 (Typ 8P),OBSERVED_BUNDLE,,false,6,46,862,FITMENT_READY
audi,Audi,a3-s3-typ-8p-facelift,A3/S3 (Typ 8P) Facelift,A3/S3 (Typ 8P),OBSERVED_BUNDLE,,false,6,64,1160,FITMENT_READY
audi,Audi,a3-s3-typ-8v,A3/S3 (Typ 8V),A3/S3 (Typ 8V),OBSERVED_BUNDLE,,false,6,106,1799,FITMENT_READY
audi,Audi,a3-s3-typ-8v-facelift,A3/S3 (Typ 8V) Facelift,A3/S3 (Typ 8V),OBSERVED_BUNDLE,,false,6,88,1471,FITMENT_READY
audi,Audi,a3-s3-typ-8y,A3/S3 (Typ 8Y),A3/S3 (Typ 8Y),OBSERVED_BUNDLE,,false,6,62,1007,FITMENT_READY
audi,Audi,a3-s3-rs3-typ-8y-facelift,A3/S3/RS3 (Typ 8Y) Facelift,A3/S3/RS3 (Typ 8Y),OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,a4-b5-typ-8d,A4 B5 (Typ 8D),A4,OBSERVED_BUNDLE,,false,6,22,439,FITMENT_READY
audi,Audi,a4-b5-typ-8d-facelift,A4 B5 (Typ 8D) Facelift,A4,OBSERVED_BUNDLE,,false,6,54,1038,FITMENT_READY
audi,Audi,a4-b6-typ-8e-8h,A4 B6 (Typ 8E/8H),A4,OBSERVED_BUNDLE,,false,6,4,74,FITMENT_READY
audi,Audi,a4-b7-typ-8e-8h,A4 B7 (Typ 8E/8H),A4,OBSERVED_BUNDLE,,false,6,45,854,FITMENT_READY
audi,Audi,a4-b8-typ-8k,A4 B8 (Typ 8K),A4,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,a4-b8-typ-8k-facelift,A4 B8 (Typ 8K) Facelift,A4,OBSERVED_BUNDLE,,false,6,77,1302,FITMENT_READY
audi,Audi,a4-b9-typ-8w,A4 B9 (Typ 8W),A4,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,a4-b9-typ-8w-facelift,A4 B9 (Typ 8W) Facelift,A4,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,a4-s4-b5-typ-8d,A4/S4 B5 (Typ 8D),A4/S4,OBSERVED_BUNDLE,,false,6,11,200,FITMENT_READY
audi,Audi,a4-s4-b5-typ-8d-facelift,A4/S4 B5 (Typ 8D) Facelift,A4/S4,OBSERVED_BUNDLE,,false,6,44,814,FITMENT_READY
audi,Audi,a4-s4-b6-typ-8e-8h,A4/S4 B6 (Typ 8E/8H),A4/S4,OBSERVED_BUNDLE,,false,6,51,947,FITMENT_READY
audi,Audi,a4-s4-b8-typ-8k,A4/S4 B8 (Typ 8K),A4/S4,OBSERVED_BUNDLE,,false,6,98,1614,FITMENT_READY
audi,Audi,a4-s4-b8-typ-8k-facelift,A4/S4 B8 (Typ 8K) Facelift,A4/S4,OBSERVED_BUNDLE,,false,6,81,1352,FITMENT_READY
audi,Audi,a4-s4-b9-typ-8w,A4/S4 B9 (Typ 8W),A4/S4,OBSERVED_BUNDLE,,false,6,75,1301,FITMENT_READY
audi,Audi,a4-s4-b9-typ-8w-facelift,A4/S4 B9 (Typ 8W) Facelift,A4/S4,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,a5-b10,A5 (B10),A5 (B10),OBSERVED_BUNDLE,,false,6,74,1240,FITMENT_READY
audi,Audi,a5-s5-8t,A5/S5 (8T),A5/S5 (8T),OBSERVED_BUNDLE,,false,6,100,1680,FITMENT_READY
audi,Audi,a5-s5-8t-facelift,A5/S5 (8T) Facelift,A5/S5 (8T),OBSERVED_BUNDLE,,false,6,67,1109,FITMENT_READY
audi,Audi,a5-s5-f5,A5/S5 (F5),A5/S5 (F5),OBSERVED_BUNDLE,,false,6,78,1340,FITMENT_READY
audi,Audi,a5-s5-f5-facelift,A5/S5 (F5) Facelift,A5/S5 (F5),OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,a5l-b10,A5L (B10),A5L (B10),OBSERVED_BUNDLE,,false,6,61,905,FITMENT_READY
audi,Audi,a6-c4-typ-4a,A6 C4 (Typ 4A),A6,OBSERVED_BUNDLE,,false,6,18,301,FITMENT_READY
audi,Audi,a6-c5-typ-4b,A6 C5 (Typ 4B),A6,OBSERVED_BUNDLE,,false,6,57,1085,FITMENT_READY
audi,Audi,a6-c5-typ-4b-facelift,A6 C5 (Typ 4B) Facelift,A6,OBSERVED_BUNDLE,,false,6,57,1053,FITMENT_READY
audi,Audi,a6-c6-typ-4f,A6 C6 (Typ 4F),A6,OBSERVED_BUNDLE,,false,6,1,5,FITMENT_READY
audi,Audi,a6-c6-typ-4f-facelift,A6 C6 (Typ 4F) Facelift,A6,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,a6-c7-typ-4g,A6 C7 (Typ 4G),A6,OBSERVED_BUNDLE,,false,6,1,0,FITMENT_READY
audi,Audi,a6-c7-typ-4g-facelift,A6 C7 (Typ 4G) Facelift,A6,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,a6-c8-typ-4k,A6 C8 (Typ 4K),A6,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,a6-c8-typ-4k-facelift,A6 C8 (Typ 4K) Facelift,A6,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,a6-c9-typ-4l,A6 C9 (Typ 4L),A6,OBSERVED_BUNDLE,,false,6,84,1360,FITMENT_READY
audi,Audi,a6-e-tron-c9-typ-4l,A6 e-tron C9 (Typ 4L),A6 e-tron,OBSERVED_BUNDLE,,false,6,85,1280,FITMENT_READY
audi,Audi,a6-s6-c4-typ-4a,A6/S6 C4 (Typ 4A),A6/S6,OBSERVED_BUNDLE,,false,6,26,490,FITMENT_READY
audi,Audi,a6-s6-c5-typ-4b,A6/S6 C5 (Typ 4B),A6/S6,OBSERVED_BUNDLE,,false,6,29,520,FITMENT_READY
audi,Audi,a6-s6-c5-typ-4b-facelift,A6/S6 C5 (Typ 4B) Facelift,A6/S6,OBSERVED_BUNDLE,,false,6,56,1020,FITMENT_READY
audi,Audi,a6-s6-c6-typ-4f,A6/S6 C6 (Typ 4F),A6/S6,OBSERVED_BUNDLE,,false,6,90,1544,FITMENT_READY
audi,Audi,a6-s6-c6-typ-4f-facelift,A6/S6 C6 (Typ 4F) Facelift,A6/S6,OBSERVED_BUNDLE,,false,6,45,692,FITMENT_READY
audi,Audi,a6-s6-c7-typ-4g,A6/S6 C7 (Typ 4G),A6/S6,OBSERVED_BUNDLE,,false,6,69,1152,FITMENT_READY
audi,Audi,a6-s6-c7-typ-4g-facelift,A6/S6 C7 (Typ 4G) Facelift,A6/S6,OBSERVED_BUNDLE,,false,6,96,1647,FITMENT_READY
audi,Audi,a6-s6-c8-typ-4k,A6/S6 C8 (Typ 4K),A6/S6,OBSERVED_BUNDLE,,false,6,52,808,FITMENT_READY
audi,Audi,a6-s6-c8-typ-4k-facelift,A6/S6 C8 (Typ 4K) Facelift,A6/S6,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,a6l-c9-typ-4l,A6L C9 (Typ 4L),A6L,OBSERVED_BUNDLE,,false,6,84,1330,FITMENT_READY
audi,Audi,a7-sportback-c7-type-4g8,A7 Sportback C7 (Type 4G8),A7 Sportback,OBSERVED_BUNDLE,,false,6,95,1595,FITMENT_READY
audi,Audi,a7-sportback-c7-type-4g8-facelift,A7 Sportback C7 (Type 4G8) Facelift,A7 Sportback,OBSERVED_BUNDLE,,false,6,68,1137,FITMENT_READY
audi,Audi,a7-sportback-c8-type-4k8,A7 Sportback C8 (Type 4K8),A7 Sportback,OBSERVED_BUNDLE,,false,6,35,522,FITMENT_READY
audi,Audi,a7-sportback-c8-type-4k8-facelift,A7 Sportback C8 (Type 4K8) Facelift,A7 Sportback,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,a8-d2-typ-4d,A8 D2 (Typ 4D),A8,OBSERVED_BUNDLE,,false,6,12,240,FITMENT_READY
audi,Audi,a8-d2-typ-4d-facelift,A8 D2 (Typ 4D) Facelift,A8,OBSERVED_BUNDLE,,false,6,44,807,FITMENT_READY
audi,Audi,a8-d3-typ-4e,A8 D3 (Typ 4E),A8,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,a8-d3-typ-4e-facelift,A8 D3 (Typ 4E) Facelift,A8,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,a8-d4-typ-4h,A8 D4 (Typ 4H),A8,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,a8-d4-typ-4h-facelift,A8 D4 (Typ 4H) Facelift,A8,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,a8-d5-typ-4n,A8 D5 (Typ 4N),A8,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,a8-d5-typ-4n-facelift,A8 D5 (Typ 4N) Facelift,A8,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,a8-s8-d2-typ-4d,A8/S8 D2 (Typ 4D),A8/S8,OBSERVED_BUNDLE,,false,6,11,200,FITMENT_READY
audi,Audi,a8-s8-d2-typ-4d-facelift,A8/S8 D2 (Typ 4D) Facelift,A8/S8,OBSERVED_BUNDLE,,false,6,75,1314,FITMENT_READY
audi,Audi,a8-s8-d3-typ-4e,A8/S8 D3 (Typ 4E),A8/S8,OBSERVED_BUNDLE,,false,6,50,798,FITMENT_READY
audi,Audi,a8-s8-d3-typ-4e-facelift,A8/S8 D3 (Typ 4E) Facelift,A8/S8,OBSERVED_BUNDLE,,false,6,56,942,FITMENT_READY
audi,Audi,a8-s8-d4-typ-4h,A8/S8 D4 (Typ 4H),A8/S8,OBSERVED_BUNDLE,,false,6,116,1929,FITMENT_READY
audi,Audi,a8-s8-d4-typ-4h-facelift,A8/S8 D4 (Typ 4H) Facelift,A8/S8,OBSERVED_BUNDLE,,false,6,99,1598,FITMENT_READY
audi,Audi,a8-s8-d5-typ-4n,A8/S8 D5 (Typ 4N),A8/S8,OBSERVED_BUNDLE,,false,6,107,1784,FITMENT_READY
audi,Audi,a8-s8-d5-typ-4n-facelift,A8/S8 D5 (Typ 4N) Facelift,A8/S8,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,coupe-b2,Coupe B2,Coupe,OBSERVED_BUNDLE,,false,6,5,80,FITMENT_READY
audi,Audi,coupe-b2-facelift,Coupe B2 Facelift,Coupe,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,coupe-b3,Coupe B3,Coupe,OBSERVED_BUNDLE,,false,6,10,179,FITMENT_READY
audi,Audi,e-tron,e-tron,e-tron,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,e-tron-gt,e-tron GT,e-tron GT,OBSERVED_BUNDLE,,false,6,66,1076,FITMENT_READY
audi,Audi,e-tron-gt-facelift,e-tron GT Facelift,e-tron GT,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,q2-typ-ga,Q2 (Typ GA),Q2 (Typ GA),OBSERVED_BUNDLE,,false,6,73,1094,FITMENT_READY
audi,Audi,q2-typ-ga-facelift,Q2 (Typ GA) Facelift,Q2 (Typ GA),OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,q3-typ-8u,Q3 (Typ 8U),Q3 (Typ 8U),OBSERVED_BUNDLE,,false,6,84,1326,FITMENT_READY
audi,Audi,q3-typ-8u-facelift,Q3 (Typ 8U) Facelift,Q3 (Typ 8U),OBSERVED_BUNDLE,,false,6,76,1161,FITMENT_READY
audi,Audi,q3-typ-f3,Q3 (Typ F3),Q3 (Typ F3),OBSERVED_BUNDLE,,false,6,63,1027,FITMENT_READY
audi,Audi,q3-typ-f3-facelift,Q3 (Typ F3) Facelift,Q3 (Typ F3),OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,q3-typ-fj,Q3 (Typ FJ),Q3 (Typ FJ),OBSERVED_BUNDLE,,false,6,55,825,FITMENT_READY
audi,Audi,q4-e-tron-typ-f4,Q4 e-tron (Typ F4),Q4 e-tron (Typ F4),OBSERVED_BUNDLE,,false,6,47,657,FITMENT_READY
audi,Audi,q5-typ-8r,Q5 (Typ 8R),Q5 (Typ 8R),OBSERVED_BUNDLE,,false,6,66,1064,FITMENT_READY
audi,Audi,q5-typ-8r-facelift,Q5 (Typ 8R) Facelift,Q5 (Typ 8R),OBSERVED_BUNDLE,,false,6,66,1076,FITMENT_READY
audi,Audi,q5-typ-b10,Q5 (Typ B10),Q5 (Typ B10),OBSERVED_BUNDLE,,false,6,65,1049,FITMENT_READY
audi,Audi,q5-typ-fy,Q5 (Typ FY),Q5 (Typ FY),OBSERVED_BUNDLE,,false,6,97,1598,FITMENT_READY
audi,Audi,q5-typ-fy-facelift,Q5 (Typ FY) Facelift,Q5 (Typ FY),OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,q6-e-tron,Q6 e-tron,Q6 e-tron,OBSERVED_BUNDLE,,false,6,75,1171,FITMENT_READY
audi,Audi,q7-typ-4l,Q7 (Typ 4L),Q7 (Typ 4L),OBSERVED_BUNDLE,,false,6,70,921,FITMENT_READY
audi,Audi,q7-typ-4l-facelift,Q7 (Typ 4L) Facelift,Q7 (Typ 4L),OBSERVED_BUNDLE,,false,6,104,1725,FITMENT_READY
audi,Audi,q7-typ-4m,Q7 (Typ 4M),Q7 (Typ 4M),OBSERVED_BUNDLE,,false,6,74,1293,FITMENT_READY
audi,Audi,q7-typ-4m-1st-facelift,Q7 (Typ 4M) 1st Facelift,Q7 (Typ 4M),OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,q7-typ-4m-2nd-facelift,Q7 (Typ 4M) 2nd Facelift,Q7 (Typ 4M),OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,q8-typ-4m,Q8 (Typ 4M),Q8 (Typ 4M),OBSERVED_BUNDLE,,false,6,29,0,FITMENT_READY
audi,Audi,q8-typ-4m-facelift,Q8 (Typ 4M) Facelift,Q8 (Typ 4M),OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,q8-e-tron-typ-4m-facelift,Q8 e-tron (Typ 4M) Facelift,Q8 e-tron (Typ 4M),OBSERVED_BUNDLE,,false,6,55,928,FITMENT_READY
audi,Audi,quattro-sport-typ-85,Quattro/Sport (Typ 85),Quattro/Sport (Typ 85),OBSERVED_BUNDLE,,false,6,8,0,FITMENT_READY
audi,Audi,quattro-sport-typ-85-facelift,Quattro/Sport (Typ 85) Facelift,Quattro/Sport (Typ 85),OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,r8-spyder-typ-42,R8/Spyder (Typ 42),R8/Spyder (Typ 42),OBSERVED_BUNDLE,,false,6,101,0,FITMENT_READY
audi,Audi,r8-spyder-typ-42-facelift,R8/Spyder (Typ 42) Facelift,R8/Spyder (Typ 42),OBSERVED_BUNDLE,,false,6,89,0,FITMENT_READY
audi,Audi,r8-spyder-typ-4s,R8/Spyder (Typ 4S),R8/Spyder (Typ 4S),OBSERVED_BUNDLE,,false,6,98,0,FITMENT_READY
audi,Audi,r8-spyder-typ-4s-facelift,R8/Spyder (Typ 4S) Facelift,R8/Spyder (Typ 4S),OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,rs-5-f5-facelift,RRS 5 (F5) Facelift,RRS 5 (F5),OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,rs-3-8p,RS 3 (8P),RS 3 (8P),OBSERVED_BUNDLE,,false,6,64,0,FITMENT_READY
audi,Audi,rs-3-8v,RS 3 (8P),RS 3 (8P),OBSERVED_BUNDLE,,false,6,99,0,FITMENT_READY
audi,Audi,rs-4-b5,RS 4 B5,RS 4,OBSERVED_BUNDLE,,false,6,33,0,FITMENT_READY
audi,Audi,rs-4-b7,RS 4 B7,RS 4,OBSERVED_BUNDLE,,false,6,34,0,FITMENT_READY
audi,Audi,rs-4-b8,RS 4 B8,RS 4,OBSERVED_BUNDLE,,false,6,35,0,FITMENT_READY
audi,Audi,rs-5-8t,RS 5 (8T),RS 5 (8T),OBSERVED_BUNDLE,,false,6,89,0,FITMENT_READY
audi,Audi,rs-5-8t-facelift,RS 5 (8T) Facelift,RS 5 (8T),OBSERVED_BUNDLE,,false,6,3,0,FITMENT_READY
audi,Audi,rs-5-f5,RS 5 (F5),RS 5 (F5),OBSERVED_BUNDLE,,false,6,82,0,FITMENT_READY
audi,Audi,rs-6-plus-c5,RS 6 Plus C5,RS 6 Plus,OBSERVED_BUNDLE,,false,6,92,0,FITMENT_READY
audi,Audi,rs-6-plus-c6,RS 6 Plus C6,RS 6 Plus,OBSERVED_BUNDLE,,false,6,74,0,FITMENT_READY
audi,Audi,rs-6-plus-c7,RS 6 Plus C7,RS 6 Plus,OBSERVED_BUNDLE,,false,6,92,0,FITMENT_READY
audi,Audi,rs-6-plus-c7-facelift,RS 6 Plus C7 Facelift,RS 6 Plus,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,rs-6-plus-c8,RS 6 Plus C8,RS 6 Plus,OBSERVED_BUNDLE,,false,6,55,0,FITMENT_READY
audi,Audi,rs-6-plus-c8-facelift,RS 6 Plus C8 Facelift,RS 6 Plus,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,rs-7-c7-typ-4g,RS 7 C7 (Typ 4G),RS 7,OBSERVED_BUNDLE,,false,6,102,0,FITMENT_READY
audi,Audi,rs-7-c8-typ-4k,RS 7 C8 (Typ 4K),RS 7,OBSERVED_BUNDLE,,false,6,73,0,FITMENT_READY
audi,Audi,rs-7-c8-typ-4k-facelift,RS 7 C8 (Typ 4K) Facelift,RS 7,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,rs-q3-typ-8u,RS Q3 (Typ 8U),RS,OBSERVED_BUNDLE,,false,6,110,0,FITMENT_READY
audi,Audi,rs-q3-typ-f3,RS Q3 (Typ F3),RS,OBSERVED_BUNDLE,,false,6,56,0,FITMENT_READY
audi,Audi,rs-q8-typ-4m,RS Q8 (Typ 4M),RS,OBSERVED_BUNDLE,,false,6,82,0,FITMENT_READY
audi,Audi,rs-q8-typ-4m-facelift,RS Q8 (Typ 4M) Facelift,RS,OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,rs3-8v-facelift,RS3 (8V) Facelift,RS3 (8V),OBSERVED_BUNDLE,,false,6,108,0,FITMENT_READY
audi,Audi,s6-plus-c4-typ-4a,S6 Plus C4 (Typ 4A),S6 Plus,OBSERVED_BUNDLE,,false,6,1,0,FITMENT_READY
audi,Audi,tt-type-8s-facelift,TT (Type 8S) Facelift,TT (Type 8S),OBSERVED_BUNDLE,,false,6,87,0,FITMENT_READY
audi,Audi,tt-rs-type-8j-facelift,TT RS (Type 8J) Facelift,TT RS (Type 8J),OBSERVED_BUNDLE,,false,6,62,0,FITMENT_READY
audi,Audi,tt-rs-type-8s,TT RS (Type 8S),TT RS (Type 8S),OBSERVED_BUNDLE,,false,6,62,0,FITMENT_READY
audi,Audi,tt-tts-type-8j,TT/TTS (Type 8J),TT/TTS (Type 8J),OBSERVED_BUNDLE,,false,6,41,0,FITMENT_READY
audi,Audi,tt-tts-type-8j-facelift,TT/TTS (Type 8J) Facelift,TT/TTS (Type 8J),OBSERVED_BUNDLE,,false,6,59,0,FITMENT_READY
audi,Audi,tt-tts-type-8n,TT/TTS (Type 8N),TT/TTS (Type 8N),OBSERVED_BUNDLE,,false,6,52,0,FITMENT_READY
audi,Audi,tt-tts-type-8n-facelift,TT/TTS (Type 8N) Facelift,TT/TTS (Type 8N),OBSERVED_BUNDLE,,false,6,81,0,FITMENT_READY
audi,Audi,tt-tts-type-8s,TT/TTS (Type 8S),TT/TTS (Type 8S),OBSERVED_BUNDLE,,false,6,0,0,FITMENT_READY
audi,Audi,v8-typ-4c,V8 (Typ 4C),V8 (Typ 4C),OBSERVED_BUNDLE,,false,6,4,0,FITMENT_READY
bmw,Bmw,1-series-e81,1' E81,1',OBSERVED_BUNDLE,,false,6,116,0,FITMENT_READY
bmw,Bmw,1-series-e82,1' E82,1',OBSERVED_BUNDLE,,false,6,113,0,FITMENT_READY
bmw,Bmw,1-series-e87,1' E87,1',OBSERVED_BUNDLE,,false,6,115,0,FITMENT_READY
bmw,Bmw,1-series-e87-lci,1' E87 LCI,1',OBSERVED_BUNDLE,,false,6,108,0,FITMENT_READY
bmw,Bmw,1-series-e88,1' E88,1',OBSERVED_BUNDLE,,false,6,112,0,FITMENT_READY
bmw,Bmw,1-series--f20,1' F20,1',OBSERVED_BUNDLE,,false,6,118,0,FITMENT_READY
bmw,Bmw,1-series-f20-lci,1' F20 LCI,1',OBSERVED_BUNDLE,,false,6,117,0,FITMENT_READY
bmw,Bmw,1-series-f21,1' F21,1',OBSERVED_BUNDLE,,false,6,119,0,FITMENT_READY
bmw,Bmw,1-series-f21-lci,1' F21 LCI,1',OBSERVED_BUNDLE,,false,6,112,0,FITMENT_READY
bmw,Bmw,1-series-f40,1' F40,1',OBSERVED_BUNDLE,,false,6,106,0,FITMENT_READY
bmw,Bmw,1-series-f70,1' F70,1',OBSERVED_BUNDLE,,false,6,111,0,FITMENT_READY
bmw,Bmw,1500-2000cs,1500-2000CS,1500-2000CS,OBSERVED_BUNDLE,,false,6,11,0,FITMENT_READY
bmw,Bmw,1502-2002tii,1502-2002tii,1502-2002tii,OBSERVED_BUNDLE,,false,6,3,0,FITMENT_READY
bmw,Bmw,2-series-f22,2' F22,2',OBSERVED_BUNDLE,,false,6,118,0,FITMENT_READY
bmw,Bmw,2-series-f22-lci,2' F22 LCI,2',OBSERVED_BUNDLE,,false,6,120,0,FITMENT_READY
bmw,Bmw,2-series-f23,2' F23,2',OBSERVED_BUNDLE,,false,6,111,0,FITMENT_READY
bmw,Bmw,2-series-f23-lci,2' F23 LCI,2',OBSERVED_BUNDLE,,false,6,116,0,FITMENT_READY
bmw,Bmw,2-series-f44-gran-coupe,2' F44 Gran Coupe,2',OBSERVED_BUNDLE,,false,6,103,0,FITMENT_READY
bmw,Bmw,2-series-f45-active-tourer,2' F45 Active Tourer,2',OBSERVED_BUNDLE,,false,6,112,0,FITMENT_READY
bmw,Bmw,2-series-f45-active-tourer-lci,2' F45 Active Tourer LCI,2',OBSERVED_BUNDLE,,false,6,105,0,FITMENT_READY
bmw,Bmw,2-series-f46-gran-tourer,2' F46 Gran Tourer,2',OBSERVED_BUNDLE,,false,6,111,0,FITMENT_READY
bmw,Bmw,2-series-f46-gran-tourer-lci,2' F46 Gran Tourer LCI,2',OBSERVED_BUNDLE,,false,6,109,0,FITMENT_READY
bmw,Bmw,2-series-f74-gran-coupe,2' F74 Gran Coupe,2',OBSERVED_BUNDLE,,false,6,107,0,FITMENT_READY
bmw,Bmw,2-series-f78-gran-coupe,2' F78 Gran Coupe,2',OBSERVED_BUNDLE,,false,6,115,0,FITMENT_READY
bmw,Bmw,2-series-f87-m2,2' F87 M2,2',OBSERVED_BUNDLE,,false,6,117,0,FITMENT_READY
bmw,Bmw,2-series-f87-m2-lci,2' F87 M2 LCI,2',OBSERVED_BUNDLE,,false,6,120,0,FITMENT_READY
bmw,Bmw,2-series-g42,2' G42,2',OBSERVED_BUNDLE,,false,6,115,0,FITMENT_READY
bmw,Bmw,2-series-g87-m2,2' G87 M2,2',OBSERVED_BUNDLE,,false,6,116,0,FITMENT_READY
bmw,Bmw,2-series-u06-active-tourer,2' U06 Active Tourer,2',OBSERVED_BUNDLE,,false,6,111,0,FITMENT_READY
bmw,Bmw,25cs-30csl,2.5CS-3.0CSL,2.5CS-3.0CSL,OBSERVED_BUNDLE,,false,6,123,0,FITMENT_READY
bmw,Bmw,2500-33li,2500-3.3Li,2500-3.3Li,OBSERVED_BUNDLE,,false,6,129,0,FITMENT_READY
